评价内容(content)	评分（总分5分）(score)
好用，和描述的一样，已推荐给朋友们，功能不错，天天检测挺方便	5
不错，过年回家前充了一下气，车胎确实低了点。不知道气压准不准！	5
一直以来都是在京东自营购买商品  大到冰箱 洗衣机 空调  汽车轮胎 机油机滤  空滤 火花塞  防冻液  玻璃水  雨刮器等等都是在京东自营买的  正品保证	5
狗狗??很喜欢按下去会响啊很好玩儿的玩具	5
用处不大，刚开始猫还玩，一会就不玩了	5
评论晚了，帮台湾的老师买的，他过年拿回去送人的。应该质量不错。他自己就是用的这个牌子！	5
测试了一下，连接轮胎后显示的数值不准确，比实际高出许多，还有就是噪音大。	5
太快了！非常好！谢谢快递员，卖家！谢谢你们，辛苦啦！	5
小鱼不好养，鱼缸还不错	5
物流很快，质量很好，我感觉非常准，给老人买的，非常喜欢！	5
非常喜欢，产品质量很好。	5
折叠方便，节省空间，垫子宝宝很舒服，可以避免耳朵进水	5
海星生态小鱼缸客厅小型 鱼缸水族箱创意鱼缸迷你玻璃桌面家用金鱼缸懒人造景很不错哈！	5
超级舒服的垫子！猫咪超爱的！	5
好用，语音大，量测需多次更准确	5
送货很快，产品也不错，就是店家售后服务不行，自家卖的东西不负责售后，让客户去找京东客服问，第一次遇到这么奇葩的事&hellip;&hellip;	2
真的很好用，价格也是相当实惠，太满意了	5
大小刚好，正在清缸中。足够大，装了水搬不动，的慢慢换水。	5
第二次购买	5
用不了几天就没电了	5
我先赞一下京东快递员，服务真的好，东西还没用，用完再评	5
物流速度快，没有因雪而晚到。	5
设计新颖，收纳方便，物流也很快。	5
看着不错，也很好方便，好用！	5
挺可爱的小刷子，宝宝还有一个月出生，期待	5
很不错，物美价廉	5
很好很好很好很好用啊	5
咱们家**很喜欢，两用的，里面睡，外面躺都很舒服，里面睡着很暖和，**进去没一会儿就特别暖和了	5
一直购买，非常喜欢，不错，不错。	5
不错，京东现在还要求一个账户只能一个人用，这个客户体验太差劲了，没法理解一个家里边申请多个账户的问题	5
一直在京东买，送货上门，方便快捷。	5
特别好，店家服务态度很好，东西收到后灯是坏的，联系了店家，立马就补发了一个！值得购买	5
还可以，充气不错	5
非常柔软，很大个，物流特别快，猫咪见到特别喜欢，全天呆在窝里不出来，睡着也非常舒服，猫咪特别享受，值得推荐和购买！	5
质量很好 用起来很方便折叠以后不占地方	5
这个狗狗玩具非常好，狗狗看见就兴奋起来了	5
使用方便，有语音播报，可以。	5
鱼缸很漂亮，买的豪华款，该带的都带了，大小也合适，不漏水，好，物流很快	5
小猫咪特别的喜欢！比较满意！	5
还没用，等宝宝出生后洗澡用，看去应该还不错.	5
大小刚刚好，放桌子上，就是一直开过滤会有点吵	5
还行，用了几次没什么问题。	5
狗狗还是挺喜欢的，就是吵了点	5
很遗憾，买的是个猫啊，但是猫根本就不理。心里难受啊，他只喜欢我的床	5
希望一直用不到哈&hellip;&hellip;顺顺利利???	5
很不错物流很快服务到位	5
血压器用着方便，很好用，京东的货方心。	5
不错不错，宝宝已经洗过一次了，收纳也很方便，值得购买	5
挺好用的，操作比较简便，能查到胎压，设定好，充气，免去了去汽车修理店的麻烦了	5
小主子洗完澡就愿意进去睡觉	5
质量不错，已经购买几个了，使用比较方便。	5
很好，孩子很喜欢	5
给父母买的，自己测了几次，比较准确。还有语音播报	5
质量很好、也不占地方、值得。	5
不错，很好。物流快，颜色也和图片符合	5
放在后备箱，以备急用，希望好用吧！	5
厚实保暖，不错	5
东西不错很好。	5
感觉:挺漂亮	5
看着还不错，不知道用起来怎么样，先囤着吧。	5
使用起来，感觉不错。	5
质量非常好，以后会首选京东的。	5
物流非常快。还没有用，用后再评价	5
安装好了，挺好。还担心漏水，现实证明多心了，哈哈	5
很好！很满意！物流也快！	5
研究了很久 ，最后入手了这款洗澡? ，看着不错 ，还没用   。应该不错.........	5
优利特车载充气泵东西比较小，看上去不错，京东自营价格实惠，送货神速！等使用后再追评！	5
买大了一号，不过质量可以，狗子还是更喜欢毛茸茸的玩具，玩了一会就扔到了一边	5
基本不进去，就在上面，不过还是挺喜欢的	5
还不错，挺喜欢的，希望越做越好。	5
很好小小的	5
已经收到，提前备着，后续再评价	5
非常好用，不用怕半路没气了	5
玩疯了一样	5
质地很软，冬天刚好。和猫咪也很搭，不错	5
外观很好，但是小米手机连接后，来电与信息无响应	5
产品很好，水泵声音小，商家服务态度非常棒。	5
非常好用，一直信赖，望京东自营不负众望	5
不错，质量很好，狗也特愿意玩	5
测量方面很准，充一次电可以用三天左右	5
很棒，血压心率挺准的，误差小	5
物流太快，接受不了，12个小时就到了	5
商品不错  给自己买的，功能一学就会，帅	5
我家的猫不进去嘻嘻	5
不错不错，孩子非常喜欢这个	5
超级棒，物流也快，跟家里老人一人买了一个，等用过之后再来评论！	5
非常好，很方便，可折叠是我最看重的，点赞	5
垫子软软的，不过**不爱睡	5
太响了，打完压力多0.1	3
推荐，朋友推荐给我的，我给家里买来试用下主要是充电的比较方便，不用总是换电池。	5
质量不错，折叠不占地，好放	5
狗狗不太喜欢	3
挺好的。一拆包猫咪自动就钻进去了。很喜欢。	5
才洗完还没装水，等定水了再补发，目前都还不错	5
物美价廉，活动价格更优惠，日常应用应该无问题。	5
方便，小巧，放在办公室里用，很方便。	5
安装简单，质量还行，稍微还有点薄，一次便宜咯这么多	5
狗子很喜欢	5
是塌的，**不喜欢，没办法！	4
小巧漂亮，送的东西也很实用。愉快的购物！宝宝很喜欢！	5
不错！挺好用！物流也快	5
用 后评价	5
质量手感都非常好哦，果粉色美美的！就是有点小贵?	5
用着还行，狗子还喜欢，一开始被吓坏了	5
一般，不值一百块钱，对付用吧	5
快题小哥很负责，下着雨还给送到楼下，真是辛苦，东西用了也很好	5
声音很大，充气一般霸气。数值貌似有点不准，偏高	5
儿子越来越大了，澡盆洗不方便了，给换了这个，挺好的，方便。不过确实废水啊。	5
蛮好的&hellip;送货快&hellip;多做活动啊&hellip;	5
小号够大的，有需要再来购买。赞	5
很赞的一次购物，非常好用，而且卖家服务态度很好。	5
尤利特（UNIT）YD-371数显 尤利特车载充气泵轮胎电动小轿车便携式汽车加气泵打气泵车用	5
质量挺好的，送货速度很快，安装也比较方便，家里地方小，买个折叠的比较实用，如果有活动就更好了	5
很耐玩，狗子玩了那么久都没坏，最主要的是没有异味，狗子很希望。	5
猫咪很喜欢，进去了就不舍的出来了，哈哈哈哈哈哈	5
货到很快，商品是自己喜欢的那种，赞?	5
不错！送货速度快！质量还不错！给宝宝囤货！暂时还未用。	5
放在车上备用，希望永远用不上	5
商品质量好，快递速度快，一直信赖京东	5
使用一段时间再来评论，鱼缸状况很好，很适合桌面摆放，水泵带加氧，很不错！	5
给老年人买的，比较方便的。	5
非常喜欢，朋友看了也喜欢直接又下单了	5
那个声音像拖**的	4
送货速度超快，上午拍，下午到，包装听严密，然后昨晚按照流程洗干净泡了一下，没有发现漏水	5
确实很不错，喵很喜欢！京东送货的师傅很赞	5
东西不错，物流很快，质量很好，很喜欢	5
手环的质量还可以，当手表用了，其它功能齐全	5
可以的，收纳方便，并且用得成。	5
送货块，车上备用，有时车轮有问题很麻烦，急救用	5
给男孩子的玩具，还挺喜欢的	5
好用的很啊 给大家看看～～	5
用了几天，好像觉着测量不是很准确。	5
轮胎发货快，服务好，用起来满意，下次再来	5
还没有使用，看着还不错，比较方便，质量也还可以，支架还可以高一点，感觉稍微有点矮	5
质量不错。	5
包装很仔细，本来以为寄到这么远的地方，会有损毁，没想到这么完整。	5
用了一段时间，时间很准，还可以测血压，计走步，带着很舒服，现在其他表都不用了。给个赞！	5
狗狗非常喜欢	5
挺好的  为了养个发财龟	5
唉！不好操作，不灵敏，老是和手机断开连接，老人用起来不方便	2
送货速度太快了，第二天就收到货。鱼缸虽然小了一点，但质量好，配件齐全，送的东西还多。建议大家买大几号的。	5
宝贝收到了，与描述相符，好用，喜欢。	5
很不错，冬夏两用的，摸起来很舒服	5
买回第三天，个人觉得： 物流很快，服务态度不错，静音效果不错，鱼缸也很漂亮	5
一如既往的信赖京东，一如既往的回购。	5
物流真的很快，三天就收到了，并使用了，很好用，语音报数的，很好，值得购买。	5
自动功能比较方便，还没试，一年中用不到几次的。	5
看着挺厚实的，应该还不错	5
挺好的，满意，儿子也很喜欢。	5
东西很好很喜欢下次还来这家店买	5
不错的猫窝，但是我家**不喜欢躺在上面	5
东西不错。第二次购买了。	5
很方便，一个轮胎打气也就10分钟左右，对于有慢撒气的情况又不想补胎的懒人有很大帮助。关键是小巧。	5
物流很快，次日达，东西也还不错	5
鱼缸不错，物流超快，完美的一次购物	5
很好看，很好用，电也挺耐用，还会再来的	5
对于小猫买的太大了，小点就好了	5
很满意，质量很好，外观也很好看，算是很物美价廉了，好评！！！	5
非常不错，很好用。	5
物美价廉赶上活动时候买的，信赖京东	5
猫窝里好暖和的样子。软软软软 好?	5
很好，很漂亮，很亮，很便宜。	5
声音是真的大	3
非常不错?给家里老人买的，操作简单易懂！	5
质量挺好，没有异味，给小宝宝洗澡太方便了。不用每次都跑婴儿洗澡馆了。	5
质量不错，就是味稍微有那么点大，用水泡泡好多了！送的小东西也挺多，物流给力	5
物美价廉赶上活动时候买的，信赖京东	5
这东西质量不行啊，脱毛，然后猫又喜欢舔毛，已经扔了。	5
东西应该不错，还没用到！！！	5
智能语音，使用起来简单方便。而且有记忆功能，可充电不像以前的要换电池很麻烦。一句话，物廉价美，值得信赖。	5
收到货很满意，省空间，物流很快，快递小哥也很赞	5
狗狗的最爱，玩烂了又回购。	5
狗狗的最爱，玩烂了又回购。	5
物美价廉赶上活动时候买的，信赖京东	5
还不错  可以入手  养一些小一点的?  容易养活的那种	5
便携性，性价比都可以，价格合适	5
狗子很喜欢，咬不烂，就是可以买大号，小号容易滚到柜子底下，她着急的趴，你还要帮她撩出来，经常弄进去	5
挺好的，使用方便。	5
货收到了！刚刚才开机！发现没充电器，用一段时间再评论	5
很快就到了	5
物流很快，质量很好，态度也好	5
质量不错，物流师傅送货上门，必须赞	5
东西还不错物美价廉哈哈哈哈啊哈哈	5
狗子挺喜欢玩的，还有声音	5
物流神速，东西也不错。	5
很智能，很好用，物流也很快	5
商品感觉还不错。	5
猫挺喜欢的  大小合适  很不错	5
东西好评，颜色也很好看，就是我家宝宝怕洗澡，每次洗都哭的惊天动地，哎，希望能够慢慢接受洗澡吧，垫子质量没问题，就是宝宝不爱躺，什么时候才能解决洗澡这个头疼的问题，哎	5
东西很好，性价比高，很满意!	5
物流很快，使用效果很好没有太大误差。。	5
质量不好不到一个月时间就不准了	2
不错的宝宝浴盆，准备好了，等待宝宝出生	5
猫咪喜欢里面的暖和 物美价廉挺实惠的	5
布景太差，实物与图片相差悬殊	1
狗子很喜欢！	5
给朋友买的， 划算	5
很方便，实用，体积小，灵活。	5
很好用，记录步数很准。电池也耐用。	5
不错不过狗狗不喜欢。	5
没怎么带过	5
灰常响。。。	5
京东送货很快，快递小哥态度也很好。上午买下午到很方便。	5
非常好用，可折叠，方便，主要是大，三岁多的娃坐在里面很享受，水不容易凉，很好，推荐	5
满意物流快	5
才半个月 就降了20块钱 东西还行吧	4
浴盆很大，不错，可以用到小孩三四岁不成问题，质量也很好	5
很不错，宠物很喜欢，就是洗起来比较麻烦，其他都非常不错。	5
还没用 囤货中	5
还没习惯往里钻，摸着很软，很舒服。	5
昨天下单，今天就到了，没有异味，等待六月份小宝宝的降临，给小猪猪洗澡澡	5
冬天啦，猫咪每次进这个窝都会起静电，囧架架！唉:-(	5
大品牌值得信赖，京东物流也很给力	5
快递小哥很棒使用后在追加评论	5
不错不错，方便，快捷，正品，不错不错，方便，快捷，正品好	5
轻便，易存放	5
很不错的值得购买，	5
还是不错的，放在阳台给**	5
还行，比较准，主要是图用起来比较方便，目前没什么问题。。	5
还可以吧，挺暖和的，性价比比较高！！！！！	5
很好用，物流很快	5
没有充电头，其他都还可以，老人家用有语音播报，有上次测量记录比较，还可以啦	5
充电的很方便，而且待机时间长，测量也很准确，送给老妈的她觉得非常好用。	5
东西是不错，怎么感觉还是有点小毛病这个设备	5
很好！！！这个价位值了！	5
没有安装说明书	5
测的比较准，充电一定要注意打开开关，不然充不进电去	5
买来晒了一星期缸   然后用到现在   然后水泵开隔一天开一两个小时  然后 坏了？？？？？就算是随缸赠的也不能差成这样吧？？别告诉我水要没过整个水泵  视频我也懒得拍了   这才几天  水还没少呢  服了 差评	1
水族箱非常好，鱼儿也很欢，希望大家多多支持这个店！我买了3天到货，物流也非常快！	5
给老人用不错	5
我是狗托（自己搭配的，反正小了点，其他都可以）	5
商品很满意，商家服务很给力，很满意的购物，快递也很给力给一个赞	5
非常好非常实用	5
性价比高，非常不错，支持	5
大纸箱套小纸箱包装，过滤器安装起来很简单，鱼缸做工各方面看着都还不错，开始时喷氧进气口声音比较大，后来软管打个结噪音小了	5
这个鱼缸还是很不错，电脑?桌子上放美太太！！	5
有点带不习惯	4
试用了一次，很好。闲置忙用，有备无患。	5
狗#较喜欢，两个毛孩子的新年礼物??	5
好 很好 .一直在京东买电子产品 便宜又好用	5
比四轮车声音还要大，打气还慢，大家别买了，服了，	5
非常好 送货快 方便快捷 赞 尤其快递小哥人超好	5
博之轮（BOZLUN）智能手表男运动手环 3D彩屏UI心率血压检测时尚学生电子手环表 IP67级防水 黑色	5
充了一次，还不错方便	5
买大了，应该买小号的合适了	5
当个桌面鱼缸裸缸养几条热带鱼挺好的	5
东西真心可	2
实用多功能，感觉很上档次，质量杠杠的。	5
很美观，实用	5
还没用，个头不小，希望不会用到	5
小巧玲珑型的，收到无损，物流也可以，总体算满意，孩子很喜欢	5
宝宝喜欢很开心，不错！	5
睡眠检测功能无效的，其他没有问题！	3
京东物流很快，狗子很喜欢玩	5
很舒服 猫咪很喜欢	5
不是很准确，便宜没好货	5
物流迅速！充气泵噪音稍大些，应急灯是常开的不能关闭呢！	5
很满意，大小也正好，能用到1岁多吧。	5
还行吧，本来以为转腕坏了，原来是有时间设置的&hellip;自己设置下就可以了，还能设置转腕灵敏度！	5
还行吧，满意，但不想打五星	4
帮朋友买了一堆 隔天到 666 就是有点小	5
非常v呵呵过分非凡哥	5
很愉快的一次购物，东西很满意！	4
质量不错，手感很好，货真价实哦	5
产品还不错，外观漂亮，上手操作也方便	5
客服很耐心，也很负责，快递也很给力，值得购买，性价比挺高的	5
尤利特车载充气泵好用不贵，物有所值，值得推荐！?	5
小鱼缸不错，挺精致的，特意选的迷你型。 设计也合理，现在使用也有一段时间了，没发现有其他问题。	5
上次买了个，狗狗很喜欢，质量也很好，可惜玩丢了，这是第二个	5
东西很好，这样能够检测到自己的身体健康问题了	5
还没有用呢，朋友推荐。应该不错	5
还不错，就是这个供养马达时抓转时不转的	5
不错，客服态度很好，用法简单，适合老人	5
不错，值得购买	5
猫咪很喜欢 毛茸茸的睡觉很舒服 到货速度很快！没有色差	5
发货快，物流快，从下单不到12小时就收到货了。	5
看着不错奥，没用呢，用完追评	5
给婆婆买的，声音再大一点就好了，量的挺准。	5
京东送货速度很快，东西整体还不错，充气速度也可以，就是声音有点大，在小区用有点吵 。	5
鱼缸不错，小巧精致	5
非常好看，宝贝很喜欢，推荐给朋友了	5
给宝宝屯货，质量不错，用后再来追评。	5
抱歉，忘记评价了，还是不错的	5
服务还可以，处理也及时，看用后情况	5
正品，非常好，物流非常快，以前买过尤利特的东西，值得信赖	5
挺好的东西	5
不错。很好。很好很好，性价比很好很高，会继续支持的	5
给狗狗买的，哈哈哈哈	4
这个网不太稳也不怎么好用，建议新手妈妈买凳子类的	5
给老人买的还不错，量的比较准还很方便。	5
价格最低的有些小了点质量还行，过滤盒也小	5
很不错，就是娃比猫更喜欢&hellip;	5
给宝宝准备的，希望好用。	5
差评，居然不配冲电器，只有一条线，我问你们拿什么来冲电？还是你们发货忘记放冲电器了？	5
**超喜欢 刚收到货他就进去睡觉了	5
比想象中的小	5
猫咪非常的喜欢，但是大于10斤的猫钻进去可能有点费劲。我家主子14斤，钻不进去，没有办法我把入口整个剪开了才开心的钻了进去。	5
挺好的，刚接到就给宝宝们试用了，两个小家伙洗的比较开心，只是哥哥洗的时候感觉水接少了，没有漫过身子	4
用着还行，就是数据不稳定，同时测，出来的结果有的差的悬殊。	5
颜色不纯，有色差，见图片，细节质量有待提高	2
可以的一直在用，非常不错啊京东给力给力合计！！大家来买啊买啊买啊多多买啊！！	5
买小了，又下单买了一个，两支猫星人，物品相当不错，物流很快，感谢快递小哥！	5
货收到了，商品不怎么样。反应太迟钝了。	5
之前就看好了，结果这次还有优惠，很划算，质量也很好	5
挺赞，经得起我家毛孩子的考验	5
婴儿用品这个牌子还可以，可以折叠省空间，但是京东快递这包装醉了，看图片就知道了，包装都不打一下直接用商品的包装贴个标签就送过来，送过来很脏，袋子到处划烂了，还好商品没坏，这样包装真的行吗？商品被掉包了怎么办？而且这样很容易损坏！这样搞下去迟早损坏京东名声？	1
挺好用的，有语言播报测量结果。	5
挺好的，只是**对它不来电	5
质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物	5
有不准，同一个时间不同的数据， 不过，还可以的。可以购买	4
软软的很保暖，喵咪很喜欢	5
东西是挺好的，只是电池不耐用，	5
现在人都是亚健康，测出来都是高压	5
不错，回来就用了，挺方便的，	5
能在过年期间网购东西次日送到的，大概也只有京东能做到了吧。像我这种几年没去过商场超市的人，生活中大事小情都靠网络的人，大概永远离不开京东了。	5
刚刚用，服务好	5
收到盒子包装是打开的。 数显胎压不准，机械2.45，它显示2.2 机械2.65，它显示2.5 充气功能可用，凑合用吧。	4
家慈年纪上来了，血压偏高，买一个随时监控着，做儿女的也安心点。	4
挺方便的，节省空间，连接处挺好，不漏水	5
手感很好无异味，小猫也挺喜欢。	5
感觉还可以，没有说噪音特别大。	5
还好吧，习惯性好评！	5
狗狗很喜欢，耐咬，不错！	5
挺好的，用起来还不错，特地试用了一下	5
宝贝已收到，送货速度超快，点赞。测量比较准确，很愉快的一次购物。	5
质量不错，价格美丽，用的适合。最满意的产品	5
非常好很厚实，猫咪很喜欢。很满意的一次网购5分好评。	5
东西很好，是正品	5
啦啦啦，超级开心呐！！！不错不错，建议大家要买带恒温棒的～	5
一直用它，非常好用，价格也实在！	5
气漏完了，打个轮胎需要25分钟，中途会自动停机，发热比较厉害	5
收到之后，妈妈充了电就开始用了。希望妈妈健健康康的，祝我们大家都健健康康的。	5
买了两个，给孩子洗澡，还能玩。孩子喜欢这个搓泡泡	5
看着不错，刚收到没有电开机不了，不知道功能怎么样。表带也很不错！	5
这个不错，猫很喜欢，狗也喜欢	5
好东西，第一个不知道怎么坏了，又补发了一个，好评	5
嘎吱嘎吱的，买来就把响儿给戳了，狗子还没熟悉它	5
还不错，有语音很好用	5
买了两个，给孩子洗澡用的，非常好玩，孩子喜欢这个搓泡泡	5
猫咪很喜欢诶 倒是不钻进去 但是躺在上面就很爽 很软 没发现掉毛 有一点味道 总体还不错的 价格也还不错	5
鱼缸大小正好，赠送的东西很实用，水泵的声音很小。感谢客服的耐心解答。	5
软了一点 回弹效果不好	5
还行吗。谢谢	5
用了在评价	5
感觉质量还行，物有所值，赠品也不少，与广告相符 如果，赠送品有塑料的水草就好了	5
第二次购买。	5
很好很好很好很好很好	5
不错，很小巧，使用很方便，最起码在家也可以自己加气了	5
我觉得基本上是蛮好的，然后一插电它就会亮，我也觉得他蛮漂亮的吗？嗯，我们里面的话是我们自己的不是商家的。	5
很好用。方便设置，使用可查询前面测的数值。好！	5
还没使用，用过看看效果！	5
刚收到就装上了，鱼儿在里面很活跃，各项功能运行正常。	5
很好很好，就是声音有点大！并且设置的2.5，等打到2.5时还是要自动充。	5
很满意，安装简单，什么都有，用起来也方便，配上我的几条小鱼，活力多了	5
用着还不错，也挺方便的	5
您没有填写内容，默认好评	5
非常不错物美价廉	5
好小，其它都好，就是装着找不到套路	5
基本数据偏差不大 可作日常参考	5
性价比不高，但是质量勉强说得过去。	4
很喜欢，物流也是超快，首选京东	5
质量很好！物流很快！收纳方便！不占空间！	5
给狗子用的，还可以	5
很不错，狗狗喜欢玩。	5
质量很好，看见不错，	5
用过差不多一个月了，手环就还OK，但是配件的质量不行，都断成两半了&hellip;&hellip;	5
已试用，感觉很方便，又小巧不占地方。	5
多功能，可以游泳可以洗澡	5
给别人买的，不知道怎么样，不过价格挺好	5
还可以 狗狗很会玩 不过玩完会腻	5
感觉还不错，猫咪睡了两晚上了	5
服务态度好，速度也很快，质量也很好也很好用	5
质量不错，没有味道，很好。	5
送的***买的，很实用，给家人用，希望在送一次***我，再买！	5
小巧玲珑，非常便携实用，用了都说好	5
您没有填写内容，默认好评	5
不错不错。。小貂很喜欢很大	5
用了一段时间，有那么一点点误差，但总体还不错，好评？	5
血压大体不太准	4
买第二个了，东西好用，但说的自营，结果厂商配送，发了申通。乡镇取快递又收了7元钱。原先七十五，现在七十八。共多用了十元钱，一千个京豆呀。	5
狗子喜欢，就是不结实，容易坏，多买几个，。。。	5
注意开机充电，说明书没有描述。整体满意。	5
夏季但并不是规划设计机械臂不许胡说就是你必须睡觉时间不是不是	5
非常好，非常好。	5
非常软 很舒服	5
第二次买了，我们家千金（拉布拉多）现在八个月，特别喜欢让我给她扔球玩	5
给家人买的，用着很方便	5
价廉物美，以备不时之需！！！	5
挺薄的，比想象的好多了，怕买大了	5
我们家狗狗特别喜欢，刚开始还有点害怕，咬的时候特别特别轻，总怕咬出声音来，玩了几天熟悉了，加上我故意发出声音逗她，这才放开了玩	5
收到了，看着还不错，晚上先给大宝用一下，让大宝沾沾新，晚上用过再晒图，活动买的价位也合适	5
方便实用的血压计。	5
用了一段时间了，挺不错的，气压很准确。打气速度适中	5
东西质量不错，也很大。放在腿上撸猫，防止衣服被抓坏。最重要的是，还可以放洗衣机里洗，方便。	5
彩色显示清晰，功能蛮多的，通过APP可以同步有关信息，挺好！	5
不错，小孩非常喜欢，要是能送点水草就完美了。	5
配送一如既往的快，还不错。	5
感觉还不错，为宝宝囤的，夏天宝宝出生洗澡就可以用了，没什么味道，也省地方，感觉不错	5
不能自己支撑起来，只能当个垫子用	2
显示胎压极不准，首次使用一定不能调太高，2.1-2.2bar即可。	5
这么些时刻表就算没有朋友没有关系、不知道为什么要这么着喜欢	5
此产品不给配充电器、大家都不要买。	5
设计理念不错，但不得不说还是非折叠的好用，这个做工一般，水管质量好差	4
功能很强大  外观不错  用后追评	5
!!!小可爱超级喜欢新买的玩具	5
买回来试了下 声音有点大 不过还可以。	5
还算准确吧，年龄大的人经常监测血压。	5
还不错，就是水泵位置比较高，放的水比较满，换水麻烦点，其他都很满意	5
东西特别好用	5
买了以后已经用好几次了，应急用非常不错，就不知道压力显示的准不准。	5
非常实用，价格也合适，用来养小鱼挺好的	5
很好用，静音，美观，大方。	5
折叠起来体积真的小，放在门后就行了。看样子可以用到一岁多。	5
还不错质量，是囤货买的，折叠的比较方便，看着比较好，物流也很快	5
还是很好的，两条小鱼换了地方果然玩得更加开心了	5
京东到家省力省钱省事省心！会一直支持下去的！	5
非常不错的产品，有机会会再次购买	5
性价比挺高的，只是用热烫到的时候有点塑料味	3
猫咪喜欢踩它，然后喜欢咬，我也是无语了！不过刚买来就会睡上面！	5
盆挺好没有味，就是浴网不舒服，孩子躺里面头窝得慌！！！超级不舒服！！差评	5
还没用   感觉还好	5
朋友推荐的牌子，囤货中，希望好用！朋友推荐的牌子，囤货中，希望好用！朋友推荐的牌子，囤货中，希望好用！	5
看着不错的，就是可惜我家猫咪不爱用窝咋整。	5
狗狗非常喜欢，中大型犬玩起来略小&hellip;&hellip;总体很不错，耐咬，棒棒哒	5
一般，声音太大	5
送货比较快，质量还不错，整体满意。	5
帮同事买的，同事很喜欢，好评！	5
狗狗很喜欢	5
购物评价专用，送货比较快，质量还不错，整体满意。	5
用起来挺好的。出门携带方便	5
挺好的商品，值得大家购买	5
先试用两天再说，目前看来比较符合我的要求，但是电池的时间上有待提升哦	5
挺好，还能定时提醒坐久了，起来活动活动。	5
质量不错值得拥有	5
很棒，质量很靠谱	5
还行，我儿子很喜欢	5
你好！很好！	5
这款血压计家用方便，就是好的不得了。	5
用起來貓咪很舒服的樣子	5
可以，比较实用，自己可以打气了，还可以测压力	5
还没用上，但看着还不错	5
根据老爹使用反馈，测量数据稍微偏高了些，不是很准确！	5
挺小巧的，写小小小的	5
这个一点都不准，量一次变一次，从88/125又量98/160太不准了	5
质量挺好的，买的红色带子，被黑色毛衣染色了，又加购了一条黑色的。客服态度好的很，发货也挺快的。	5
噪音大，送货速度慢，说3月4号送到，没实现承诺	3
小巧玲珑，操作方便，一个字好。	5
包装完好无损，京东配送及时，物品较好	5
宝贝有点小&ldquo;器&rdquo;，还没使用，用后追评	5
整体感觉还不错，就是语音播报声音太小了点，不知商家说明的十五年换新是真是假了。	5
还没有开始使用。希望之后好用	5
买的最小的这一款水族箱，安装好了效果不错，感觉氧气那里应该有一根管子延伸到箱底，要不氧气都在上面。	5
很好用，洗澡?很欢乐	5
多次购买，价格优惠，支持京东	5
太好了，二宝游泳，大宝泡澡	5
很强大的一款产品，血压挺准。	5
货真价实，京东质量保证，物流速度超快！赞一个?	5
很美的鱼缸！接地气，物有所值，玻璃透亮，快递包装特别好！五星评价还有红包领！	5
买的第二天就收到了，当天清洗了下，一点味道都没有，第三天就给宝宝洗澡用了，宝宝很喜欢，洗澡很开心咯，还可以收起来，不占位置，很值	5
很暖和的猫窝	5
比较小，也不深，2岁以上用会嫌小	5
挺好的，要是再大点就更好了。估计宝宝过几个月游就小了。	5
非常好，很有创意	5
很好，第一次买鱼缸，感觉挺好！大小正合适 ！自己捡的石头和草，养了几天鱼活的好好的。挺好的实惠。	5
不错喜欢，使用方便，可以的啊	5
质量还可以吧，前一天看秒杀128，第二天就168了，没办法急用	5
听大的 还没用 可能要适应一段时间	5
物流很快，但是鱼缸缸体有条裂痕，加水后不漏水，目前不影响使用，本想换的，但来回折腾还是算了，将就用吧	4
很实用，收拾也很方便，足够宝宝用到2，3岁吧，好评	5
还不错哟新手养鱼?不知道能不能养活鱼缸不错	5
非常方便收纳，澡盆无异味。价格小贵，但质量好！	5
小猫挺喜欢的	5
收到了迫不及待收拾好洗洗刷刷把鱼缸泡好，放上饰品，简直太漂亮了，卖家服务态度也好，超赞超赞超赞	5
送货很快，过年期间也丝毫不影响送货速度，特方便	5
功能强大，太实用了！	5
包装完好无损，京东配送及时，物品较好	5
猫咪很喜欢 偶尔会主动爬上去卧着 很不错	5
大气，上档次，同事见了都夸好！	5
还没给狗子玩，	5
這手表的款式不錯，還沒有用。	5
狗狗很喜欢，买了几个慢慢玩。	5
质量不错，物流非常快，服务态度很好。	5
收到了，京东物流相当给力，赞一个，还没得时间试用，但愿没有什么问题，试用过后再来评价。	5
功能还行，电量太差了，一天都用不到	4
试用了一下，充气没问题，自停高出0.05的气压也正常。唯一不足就是线的质量宝贝的做工有待提高。	4
材质不错，柔软结实，狗狗有点害怕，但还是放在狗窝里。	5
可以的，很方便使用，也好用，给好评。质量也不错	5
质量很好，重点是客服态度非常好，不@你们，很细心，一直不厌其烦的教我怎么用，大家可以放心购买	5
尤利特（UNIT）YD-371数显 尤利特车载充气泵轮胎电动小轿车便携式汽车加气泵打气泵车用	5
买大了，巴哥犬咬不住	5
给爸爸买的！好用！方便！	5
挺好啊，我就戴着不舒服！！！	5
还没开始用，看着很结实，应该可以的	5
过年了，??也得添置新设备，欢欢喜喜过大年喽，不够狗狗小，有点害怕这个声音	5
商品不错，发货速度很快	5
功能强大，电量不够啊，两天就到了	5
用了一段时间，发觉商品还不错，测量比较准确，日常方便监测血压，挺好的。	5
还可以，收到还没拆，不知道能不能用呢	5
快递超快哎，还没用，等用了在追评价	5
